title	repository	comment
	https://github.com/shadowjohn/UCL_LIU	肥米輸入法（仿嘸蝦米）
	https://github.com/siuze/ShanRenMaLTS	谢振斌等-山人码LTS（山人全息码输入方案的长期支持版）
	https://github.com/sunpinyin/sunpinyin	Linux
	https://github.com/tansongchen/input	谭淞宸-冰雪拼音
	https://github.com/Tatsumi0000/Raelize	macOS英文输入法
	https://github.com/y1lichen/ilimi-inputmethod	macOS（仿）蝦米輸入法
	https://github.com/yb6b/yima	小泥巴（yb6b）-易码输入法（易码、逸码、奕码、晨码）
	https://github.com/zhangxiaov/input	像码输入法
%	http://www.cbflabs.com	朱邦复-仓颉（1976年）
%	http://www.wangma.net.cn	王永民-五笔（王码五笔字型，1986年）
%	http://www.ziranma.com.cn	周志农-自然码
%	http://xumax.cn	徐国银-徐码（2012年）
%	https://flypy.cc	何海峰-小鹤双拼、小鹤音形 <https://flypy.ysepan.com>
%	https://soongsky.com/sky/	宋天-天码 <https://tianma.ysepan.com>
%	https://www.china-e.com.cn/IMs.html	郑易理、郑珑-郑码（字根通用码，1989年）
%	https://www.tiger-code.com	PeaceB-虎码 <https://huma.ysepan.com>
%	https://yong.dgod.net	小小输入法（永码）
%	https://ziyuan.ysepan.com	字源输入法
%	https://zzzm.ysepan.com	史岳-三码郑码、至至郑码
### 教程、语料和算法优化等		
	https://github.com/BlueSky-07/Shuang	
	https://github.com/BYVoid/OpenCC	
	https://github.com/esbatmop/MNBVC	
	https://github.com/felixonmars/fcitx5-pinyin-zhwiki	
	https://github.com/forfudan/GujiCC	
	https://github.com/GarthTB/cn-input-encode	
	https://github.com/hanzi-chai/libchai	
	https://github.com/hanzi-chai/libchai-smdc	
	https://github.com/hertz-hwang/code_genie	
	https://github.com/impishian/input_method	一些汉字输入法简介
	https://github.com/jimmy54/iRime-Resource	iRime相关资源：教程、方案、词库
	https://github.com/kahaani/gatian	https://kahaani.github.io/gatian/
	https://github.com/macroxue/shuangpin	双拼测评 https://macroxue.github.io/shuangpin/
	https://github.com/microsoft/Windows-classic-samples	
	https://github.com/nopdan/gosmq	
	https://github.com/owenyang0/easy-typer	
	https://github.com/pqrs-org/Karabiner-Elements	
	https://github.com/rime-aca/corpus	
	https://github.com/s-yata/marisa-trie	
	https://github.com/sgalal/rime-opencc-latest	
	https://github.com/sxei/pinyinjs	
	https://github.com/tansongchen/ding	顶功 · 集萃
	https://github.com/xunux/hakka-culture	
=	https://github.com/amorphobia/jiandao-primer	星空键道初探
=	https://github.com/ha-pin/ime-guide	https://ha-pin.github.io/ime-guide/
=	https://github.com/sgalal/rime-opencc-32bit-latest	
-	https://github.com/zispace/ciku-ime	
